,State,County,Number of Farms,Land in Farms,Average Size of Farms,Farm Size 1-9 acres,Farm Size 10-49 acres,Farm Size 50-179 acres,Farm Size 180-499,Farm Size 500-999,Farm Size 1000+,Pastureland,Broilers and other meat-type chickens,Cattle and calves,Hogs and pigs,Sheep and lambs,Pastureland Acres,Chicken CH4 per Acre (Kg/Year),Cow CH4 per Acre (Kg/Year),Sheep CH4 per Acre (Kg/Year),Pig CH4 per Acre (Kg/Year),Chicken CO2 per Acre (Kg/Year),Cow CO2 per Acre (Kg/Year),Sheep CO2 per Acre (Kg/Year),Pig CO2 per Acre (Kg/Year),Chicken N2O per Acre (Kg/Year),Cow N2O per Acre (Kg/Year),Sheep N2O per Acre (Kg/Year),Pig N2O per Acre (Kg/Year)
151,Oregon,Grant County,383,628895,1642,58,74,70,57,33,91,72,194,35213,51,214,452804.4,4.284410663853973e-05,5.404769697467604,0.00023630512424349233,0.0013515769723085728,0.004143881994079563,1586.4359975300592,0.2835661490921908,0.0717462109467134,6.255239569226801e-06,13.624685625846391,0.027600438511639905,0.034121686980073514
152,Pennsylvania,Perry County,759,114746,151,92,199,277,138,44,9,6,740716,32642,50818,1230,6884.76,10.758777357525899,329.51315659514637,0.08932773255712617,88.57476513342513,1040.5889460199048,96720.40855454656,107.1932790685514,4701.843782499317,1.5707814941987812,830.6576264096352,10.433479162672336,2236.143758097595
155,Illinois,Henry County,1353,484285,358,182,319,280,267,160,145,3,279,20625,123587,4367,14528.55,0.0019203568146855677,98.66349360397287,0.15029029049698697,102.07790866948181,0.1857369111163881,28960.2197053388,180.34834859638437,5418.63565187166,0.0002803720949440929,248.71718099879206,17.55390593004808,2577.04186928496
159,Oklahoma,Pawnee County,818,321998,394,23,153,277,198,96,71,68,156,40218,110,502,218958.64,7.124633218401429e-05,12.765657477594855,0.0011463352165504864,0.0060285358001858245,0.006890945248837862,3747.0419070925905,1.3756022598605837,0.3200147753931975,1.0401964498866086e-05,32.18047755503048,0.13389195329309683,0.15219541005552464
166,Alabama,Baldwin County,842,174803,208,143,310,201,89,61,38,13,313,22381,158,514,22724.39,0.0013773747062077355,68.44978017011678,0.011309434488670543,0.08343458284248774,0.1332196815844122,20091.73403554507,13.571321386404652,4.428985772555391,0.0002010967071063294,172.55253936409292,1.3209419482767193,2.1063755726776385
168,Colorado,Custer County,315,161337,512,15,97,89,56,31,27,70,125,8387,56,243,112935.9,0.00011068225426990001,5.161303890082782,0.0010758315115034281,0.005950277989549824,0.010705187632984729,1514.9726526286152,1.2909978138041138,0.31586058994526983,1.61596091234054e-05,13.010941604928105,0.1256571205436004,0.1502197264111766
171,Alabama,Chambers County,331,128655,389,17,67,117,57,35,38,29,100,20244,77,102,37309.95,0.00026802501745512927,37.70999425086338,0.0013669275890211593,0.024765511612853945,0.025923379688260105,11068.83284485774,1.640313106825391,1.3146359081156636,3.913165254844887e-05,95.06174090289588,0.15965714239767143,0.6252259785928418
175,Oklahoma,Latimer County,707,213668,302,49,169,240,161,50,38,54,586,42236,274,402,115380.72,0.0005078838128241876,25.441009555149247,0.00174205881190549,0.028496962057439058,0.04912252237635543,7467.576905396326,2.090470574286588,1.51271373588239,7.415103667233139e-05,64.13330754046255,0.20347246923056125,0.7194295546084302
180,Rhode Island,Providence County,377,16328,43,153,123,89,11,1,0,17,444,1174,1297,762,2775.76,0.015995619217799812,29.394832406259905,0.1372597054500389,5.607113006888203,1.5470962907455976,8628.1234688878,164.71164654004667,297.64424878231546,0.002335360405798772,74.10035449750698,16.031933596564546,141.5562404530651
181,Idaho,Canyon County,2289,274952,120,1051,728,242,122,87,59,14,1204,137348,475,12716,38493.28,0.0031278186738048826,247.98318044084579,0.1651716871100618,0.14807779435787233,0.30252262213040826,72789.3076401907,198.20602453207417,7.860462917163724,0.00045666152637551286,625.1317009098731,19.29205305445522,3.7383473167264523
183,Arkansas,Hot Spring County,563,77331,137,40,209,191,95,20,8,37,300210,15104,136,97,28612.47,1.0492278366740095,36.68777983865077,0.0016950651237030566,0.057038067667698734,101.48131636311021,10768.78717566152,2.034078148443668,3.0277707586936744,0.15318726415440542,92.48487809685776,0.19798360644851704,1.4399735499941109
186,Georgia,Heard County,227,38448,169,6,62,99,50,6,4,39,1570284,9417,17,62,14994.72,10.472246230673196,43.64746390729537,0.002067394389491768,0.013604788885687762,1012.8756554307117,12811.629693652167,2.4808732673901215,0.722187543348592,1.528947949678287,110.02929031018918,0.2414716646926385,0.34346423274325893
190,Idaho,Bonneville County,1109,418881,378,393,351,120,95,57,93,32,200,58072,252,1794,134041.92,0.00014920705403205205,30.110013345078908,0.006691936373337534,0.02256010656964627,0.014431306265980074,8838.047082584313,8.03032364800504,1.197565657072056,2.17842298886796e-05,75.90322788572409,0.7816181684058241,0.569548690439528
191,Georgia,Laurens County,626,154799,247,48,142,231,143,36,26,9,470,8536,762,145,13931.91,0.0033735503602880007,42.58224464556547,0.0052038808749123415,0.6563349892441166,0.32628979084705545,12498.961018266698,6.24465704989481,34.84044901237518,0.0004925383526020481,107.3440181568787,0.6078132861897615,16.56972374929209
192,Arkansas,Johnson County,577,103566,179,33,121,251,138,23,11,38,1978860,27676,72,48,39355.08,5.028219990913498,48.87506263486188,0.0006098323266018008,0.02195396375766483,486.32943752115347,14346.061550376724,0.731798791922161,1.1653895761360413,0.7341201186733708,123.20735213852952,0.07122841574709032,0.5542461100320466
193,Florida,Gilchrist County,565,82214,146,101,279,106,55,12,12,27,266,27994,382,223,22197.78,0.0011983180300011984,87.64763863773766,0.0050230248250050236,0.20650713720020653,0.11590131986171592,25726.78889510573,6.027629790006028,10.962087199710961,0.00017495443238017496,220.94771639326095,0.5866892995605868,5.213444767900214
195,Illinois,Moultrie County,526,201753,384,112,152,111,56,41,54,1,10519,6770,1225,230,2017.53,0.5213801033937538,233.2133846832513,0.057000391567907295,7.286137009115106,50.42788360024386,68454.0006840047,68.40046988148875,386.77243956719354,0.07612149509548806,587.8990646979228,6.657645735131573,183.9446005759518
196,Oklahoma,Haskell County,812,237621,293,13,176,281,234,70,38,57,1968965,59321,9206,259,135443.97,1.453711818990539,30.43922516447207,0.0009561149160054892,0.8156287799301807,140.60300713276493,8934.679041082449,1.147337899206587,43.29629440129376,0.2122419255726187,76.7331258822375,0.11167422218944113,20.591228239987352
197,Alabama,Cleburne County,319,48397,152,24,75,132,74,11,3,36,5850399,13372,132,90,17422.92,33.5787514377613,53.34088660224578,0.002582804719300783,0.09091472611938757,3247.736839060273,15656.893333608834,3.09936566316094,4.826056711504157,4.902497709913149,134.46508392393469,0.3016715912143315,2.295218023155705
199,Florida,Highlands County,989,375798,380,261,396,161,75,36,60,51,224,85875,391,417,191656.98,0.00011687547200211545,31.140595557751144,0.0010878810675196905,0.024481237260443107,0.011304195652044607,9140.548911915443,1.3054572810236287,1.2995456779085215,1.7063818912308857e-05,78.50118477292087,0.12706450868629987,0.6180492356709366
200,Colorado,Crowley County,246,484328,1969,14,38,50,35,33,76,92,630,72158,552,830,445581.76,0.0001413881932689525,11.254906394732137,0.0009313666699462742,0.014865958606564146,0.013675066052973082,3303.59842377749,1.1176400039355292,0.7891346360317801,2.0642676217267067e-05,28.37208058067727,0.10878362704972486,0.37530351332155065
204,Florida,Lake County,1703,183864,108,539,740,266,85,27,46,48,1801,27919,183,1691,88254.72,0.0020406840563314916,21.986025223353494,0.00958022415118421,0.024882521863986425,0.19737496192838186,6453.452008005917,11.49626898142105,1.3208472022799458,0.0002979398722243978,55.42376430405082,1.1189701808583155,0.628179999891224
206,Illinois,McHenry County,881,208339,236,208,305,164,112,35,57,2,1101,17848,13267,779,4166.78,0.026423281286749003,297.69654265403983,0.09347745741315837,38.20792074455575,2.555659766054364,87381.43122507069,112.17294889579004,2028.2037928568345,0.0038577990678653543,750.4522916976658,10.918167025856897,964.5907991302636
207,Oklahoma,Garvin County,1500,483349,322,60,357,503,346,132,102,65,250,80183,404,842,314176.85,7.957301755364854e-05,17.737521080881677,0.0013400096156034413,0.015430799564003523,0.007696302257788886,5206.409065467427,1.6080115387241296,0.8191182768558536,1.1617660562832685e-05,44.71386609166144,0.15651312310248194,0.3895633939929056
209,Tennessee,Houston County,326,50353,154,6,90,155,58,13,4,36,622,12574,260,51,18127.08,0.0034313303631914238,48.209253779428344,0.0014067351167424648,0.17211817898966628,0.3318782727278745,14150.6298863358,1.6880821400909576,9.136606668034785,0.0005009742330259479,121.5289390238251,0.16430666163551988,4.34526686040995
210,Oklahoma,Ottawa County,947,205945,217,65,280,347,167,49,39,44,2001589,52107,772,355,90615.8,2.20887416984676,39.96473573041346,0.0019588195436116,0.1022338267719316,213.64230970757862,11730.65624317172,2.3505834523339195,5.426912304476702,0.32249562879762694,100.7456359707689,0.22879012269383484,2.5809781517130563
211,Arizona,Yavapai County,850,821929,967,372,250,81,45,30,72,96,786,48005,95,705,789051.84,9.96132269332266e-05,4.228299499307929,0.00044673870857458493,0.0014447719936880193,0.009634591308981677,1241.1123710198813,0.5360864502895019,0.07669331333160569,1.4543531132251085e-05,10.658965068758981,0.05217908116151152,0.03647447295731545
214,South Carolina,Richland County,440,52401,119,104,172,98,46,14,6,7,400096,1400,170,98,3668.07,10.907534479985388,26.52621133184481,0.013358523692295949,0.5561507822915047,1054.9767349041867,7786.110952081067,16.030228430755137,29.522337359974046,1.5925000340778666,66.86895288257857,1.5602755672601667,14.04048995793428
215,Florida,Suwannee County,1079,169847,157,91,516,272,137,33,30,25,8079816,40053,322,698,42461.75,19.028457376344594,65.55743698740632,0.008219161951638828,0.09099954665080925,1840.432397440049,19242.75848263437,9.862994341966594,4.830559268047125,2.7781547769463106,165.26133755674223,0.9599981159514152,2.297359388155222
218,Georgia,Newton County,292,42767,146,43,104,88,40,13,4,30,112,6345,13,191,12830.1,0.000872947210076305,34.37054270816284,0.007443433800204207,0.012158907568919962,0.08443145415858022,10088.619730165781,8.932120560245048,0.645435343450168,0.00012745029267114053,86.64344003554142,0.8693930678638515,0.3069617540003585
219,South Carolina,Horry County,767,170551,222,97,266,233,85,42,44,4,240173,4368,30157,286,6822.04,3.5205451741707763,44.49929932981923,0.020961471935081,53.04630286541855,340.50712924579744,13061.664839256293,25.1537663220972,2815.8745771059685,0.5139995954289334,112.17665097243639,2.4482999220174606,1339.1981210898791
220,Florida,St. Johns County,253,34400,136,83,91,43,13,15,8,20,864,3039,20,65,6880.0,0.012558139534883722,30.69920058139535,0.004723837209302325,0.03488372093023256,1.2146232558139536,9010.988372093023,5.6686046511627906,1.8517441860465116,0.0018334883720930231,77.38848837209304,0.5517441860465117,0.8806686046511627
221,Arizona,Pima County,661,2617789,3960,356,171,49,19,14,52,98,666,16745,1967,595,2565433.22,2.5960527633613476e-05,0.453637807028943,0.00011596481938438451,0.009200785199156344,0.0025109022327230953,133.15411889770414,0.1391577832612614,0.48840834765521585,3.790237034507567e-06,1.1435589034744003,0.01354469090409611,0.23228148967370113
222,South Carolina,Greenville County,1036,59382,57,224,496,255,50,8,3,29,3527,7042,1309,333,17220.78,0.020481069963149176,28.420257386715353,0.009668551598708074,0.9121538048799184,1.980929086835788,8342.06116099271,11.602261918449688,48.420164475709,0.0029902362146197797,71.6435840885256,1.129286826729103,23.028082932364274
224,Oregon,Columbia County,789,43379,55,294,304,141,41,5,4,30,1268,4775,303,1200,13013.7,0.00974357792172864,25.501010473577843,0.04610525830470965,0.2793978653265405,0.942398856589594,7485.188685769612,55.32630996565158,14.831370017750524,0.0014225623765723814,64.28456165425666,5.385094169990087,7.053631941722952
226,Arkansas,Union County,268,36352,136,19,87,103,45,13,1,26,522345,6366,106,101,9451.52,5.526571387459371,46.81120073808234,0.005343055931744312,0.13458152762730227,534.5299845950703,13740.266115926326,6.411667118093174,7.144036091549295,0.8068794225690683,118.00463840736727,0.6240689328277356,3.3976228162242683
228,Georgia,Bartow County,469,77416,165,81,184,131,54,10,9,28,2329045,16071,60,277,21676.48,10.744571996929391,51.52748508983009,0.0063894137793590105,0.03321572506237175,1039.2150035430107,15124.614328525666,7.667296535230813,1.7632014053942338,1.5687075115516915,129.8937465861616,0.7462835294291323,0.8385586589704601
229,Oregon,Klamath County,1005,482999,481,177,244,249,161,84,90,53,11,71020,187,4878,255989.47,4.2970517498239285e-06,19.28161341948948,0.009527735652564146,0.008765985569640814,0.0004156108452429703,5659.639046871733,11.433282783076976,0.46532773398843313,6.273695554742935e-07,48.606311814310175,1.1128395242194924,0.22130461069355703
231,Georgia,Appling County,548,128297,234,70,170,158,84,30,36,5,4274176,9332,157,312,6414.85,66.62939897269617,101.10509209100758,0.02431857331036579,0.29369353920980223,6444.395468639173,29676.89034038208,29.18228797243895,15.590232039720336,9.72789225001364,254.87211704092843,2.8404093626507243,7.414538141967466
232,Arkansas,Perry County,397,77610,195,10,106,143,96,37,5,30,1653706,14627,259,316,23283.0,7.102632822230812,43.66174891551776,0.006786067087574625,0.13348795258342996,686.9666465661642,12815.82270325989,8.14328050508955,7.085985482970408,1.0369843920456985,110.06530086329082,0.7926126358287163,3.3700146029291758
233,South Carolina,Union County,241,43765,182,16,57,97,51,14,6,31,100,5036,72,10,13567.15,0.0007370744776905982,25.797754134066476,0.0003685372388452991,0.06368323487246769,0.07128984348223467,7572.2904220857,0.44224468661435895,3.38051838448016,0.00010761287374282734,65.03261186026542,0.04304514949713094,1.6077363337178403
234,Tennessee,Perry County,287,61841,215,26,64,99,63,22,13,15,151,4115,81,360,9276.15,0.0016278305115807745,30.83094818432216,0.019404602124803935,0.10478485147394125,0.1574437670800925,9049.659610937728,23.28552254976472,5.562329199075047,0.00023766325469079308,77.72060607040636,2.2664575281770993,2.645380896169208
236,Pennsylvania,Greene County,722,114089,158,45,137,349,152,30,9,28,70,12925,72,1896,31944.92,0.0002191271726459168,28.119885728309853,0.029676079952618447,0.027046553880867446,0.02119398013831307,8253.894515935555,35.61129594314214,1.4357212351760469,3.199256720630386e-05,70.88638819568182,3.4661661384658347,0.6828127915173993
238,Pennsylvania,Lancaster County,5108,393949,77,994,1562,2135,345,54,18,8,11268322,251144,313783,7907,31515.92,35.7543806431797,553.8314604174652,0.12544453723705354,119.47599816219866,3458.163695808341,162563.4790290114,150.53344468446423,6342.184235776713,5.220139573904237,1396.1334081315094,14.651921949287853,3016.271136936507
239,Pennsylvania,Jefferson County,468,80411,172,26,86,231,98,17,10,9,145,9328,446,445,7236.99,0.002003595417431833,89.58088929237155,0.03074482623300571,0.7395339775238048,0.1937877487740069,26294.246641214097,36.893791479606854,39.25692864022197,0.0002925249309450476,225.82117703630928,3.590995704015067,18.670151540903056
240,Florida,Osceola County,392,525055,1339,133,122,44,39,14,40,67,180,105405,86,188,351786.85,5.1167347500340054e-05,20.82410840541652,0.0002672072591684425,0.0029335945900194962,0.00494890585023289,6112.400165043123,0.320648711002131,0.15572497948686825,7.470432735049648e-06,52.49473082919388,0.031209807870874087,0.07406104008720053
241,Florida,Marion County,3985,330914,83,1126,2108,542,110,50,49,43,1399,52404,941,2407,142293.02,0.0009831824498489105,25.595619518090206,0.008457899059279225,0.079357371148634,0.09509340654938662,7512.958822576118,10.149478871135072,4.212553785139988,0.00014354463767794092,64.52305812330077,0.9878826101238135,2.003442965789889
242,Tennessee,DeKalb County,654,88169,135,45,238,238,111,12,10,32,43,16114,54,222,28214.08,0.00015240617450577865,39.69376283047329,0.003934205900032891,0.02296725606505688,0.014740725198198914,11651.11887398065,4.72104708003947,1.219178509453436,2.2251301477843687e-05,100.06255032948087,0.45951524912384173,0.5798275187424151
244,Tennessee,Giles County,1599,251015,157,71,486,650,293,72,27,39,1077,52845,253,1233,97895.85,0.0011001487805662854,37.51668226998386,0.006297509036389182,0.031012550583094173,0.10640639005637113,11012.090910901738,7.557010843667019,1.646249560119249,0.00016062172196267766,94.57442782303846,0.7355490554502565,0.7829376832623649
245,Pennsylvania,Potter County,447,97780,219,28,85,176,116,24,18,11,99,14857,427,602,10755.8,0.0009204336265084885,96.00043697353986,0.02798490116960152,0.4763941315383328,0.08902434035590101,28178.545528923933,33.58188140352182,25.288588482493168,0.00013438330947023933,242.00397924840553,3.2686364566094577,12.026966845794828
246,California,Glenn County,1173,466734,398,219,348,207,214,85,100,34,126,62123,387,1961,158689.56,7.940030837567388e-05,27.20751447039112,0.006178730346218113,0.02926468508703408,0.0076795978260951765,7986.090578359408,7.414476415461736,1.5534670333700589,1.1592445022848384e-05,68.58642496708669,0.7216757044382756,0.7388113622597479
248,Pennsylvania,Somerset County,1152,219046,190,94,236,465,262,71,24,9,2905,45802,5308,3708,19714.14,0.014735616161800616,161.46983840025484,0.09404417336997709,3.23098040289863,1.4252287951693556,47395.46335777265,112.85300804397251,171.51120972053562,0.0021513999596228903,407.0433911902827,10.984359449613322,81.56879275484499
